Location,Offense Type,TimeFrame,DataFormat,Data,Fips
Queens,Misdemeanors,2000,Number,80431,36081
Queens,Misdemeanors,2001,Number,76640,36081
Queens,Misdemeanors,2002,Number,72989,36081
Queens,Misdemeanors,2003,Number,67580,36081
Queens,Misdemeanors,2004,Number,64620,36081
Queens,Misdemeanors,2005,Number,63985,36081
Queens,Misdemeanors,2006,Number,67265,36081
Queens,Misdemeanors,2007,Number,70188,36081
Queens,Misdemeanors,2008,Number,69904,36081
Queens,Misdemeanors,2009,Number,68707,36081
Queens,Misdemeanors,2010,Number,69901,36081
Queens,Misdemeanors,2011,Number,69923,36081
Queens,Misdemeanors,2012,Number,66508,36081
Queens,Misdemeanors,2013,Number,67649,36081
Queens,Misdemeanors,2014,Number,66277,36081
Queens,Misdemeanors,2015,Number,60346,36081
Queens,Misdemeanors,2016,Number,57299,36081
Queens,Misdemeanors,2017,Number,55151,36081
Astoria,Violent Felonies,2014,Rate,2.9269,401
Astoria,Violent Felonies,2013,Rate,3.56288,401
Astoria,Violent Felonies,2012,Rate,4.37483,401
Astoria,Violent Felonies,2011,Rate,4.16632,401
Astoria,Violent Felonies,2010,Rate,3.34894,401
Astoria,Violent Felonies,2009,Rate,3.44683,401
Astoria,Violent Felonies,2008,Rate,3.43456,401
Astoria,Violent Felonies,2007,Rate,3.70787,401
Astoria,Violent Felonies,2006,Rate,4.00532,401
Astoria,Violent Felonies,2005,Rate,3.94201,401
Astoria,Violent Felonies,2004,Rate,4.17568,401
Astoria,Violent Felonies,2003,Rate,3.93902,401
Astoria,Violent Felonies,2002,Rate,4.47401,401
Astoria,Violent Felonies,2001,Rate,4.78648,401
Astoria,Violent Felonies,2000,Rate,4.79595,401
Astoria,Violent Felonies,2015,Rate,3.1,401
Sunnyside/Woodside,Violent Felonies,2015,Rate,2,402
Sunnyside/Woodside,Violent Felonies,2013,Rate,2.4929,402
Sunnyside/Woodside,Violent Felonies,2012,Rate,2.52139,402
Sunnyside/Woodside,Violent Felonies,2011,Rate,2.22207,402
Sunnyside/Woodside,Violent Felonies,2010,Rate,3.03887,402
Sunnyside/Woodside,Violent Felonies,2009,Rate,2.10669,402
Sunnyside/Woodside,Violent Felonies,2008,Rate,2.52139,402
Sunnyside/Woodside,Violent Felonies,2007,Rate,2.53705,402
Sunnyside/Woodside,Violent Felonies,2006,Rate,2.7667,402
Sunnyside/Woodside,Violent Felonies,2005,Rate,3.08218,402
Sunnyside/Woodside,Violent Felonies,2004,Rate,3.09658,402
Sunnyside/Woodside,Violent Felonies,2003,Rate,4.4032,402
Sunnyside/Woodside,Violent Felonies,2002,Rate,5.1401,402
Sunnyside/Woodside,Violent Felonies,2001,Rate,4.34862,402
Sunnyside/Woodside,Violent Felonies,2000,Rate,6.11354,402
Sunnyside/Woodside,Violent Felonies,2014,Rate,2.2851,402
Jackson Heights,Violent Felonies,2013,Rate,4.10034,403
Jackson Heights,Violent Felonies,2012,Rate,3.96682,403
Jackson Heights,Violent Felonies,2011,Rate,4.05026,403
Jackson Heights,Violent Felonies,2010,Rate,4.1148,403
Jackson Heights,Violent Felonies,2009,Rate,3.82114,403
Jackson Heights,Violent Felonies,2008,Rate,3.70189,403
Jackson Heights,Violent Felonies,2007,Rate,3.53023,403
Jackson Heights,Violent Felonies,2006,Rate,4.35973,403
Jackson Heights,Violent Felonies,2005,Rate,4.25934,403
Jackson Heights,Violent Felonies,2004,Rate,4.24277,403
Jackson Heights,Violent Felonies,2003,Rate,4.12815,403
Jackson Heights,Violent Felonies,2002,Rate,5.1454,403
Jackson Heights,Violent Felonies,2001,Rate,4.67226,403
Jackson Heights,Violent Felonies,2000,Rate,5.44112,403
Jackson Heights,Violent Felonies,2015,Rate,4,403
Jackson Heights,Violent Felonies,2014,Rate,3.9868,403
Elmhurst/Corona,Violent Felonies,2015,Rate,4.6,404
Elmhurst/Corona,Violent Felonies,2013,Rate,4.77271,404
Elmhurst/Corona,Violent Felonies,2012,Rate,4.8225,404
Elmhurst/Corona,Violent Felonies,2011,Rate,4.52571,404
Elmhurst/Corona,Violent Felonies,2010,Rate,3.7486,404
Elmhurst/Corona,Violent Felonies,2009,Rate,4.153,404
Elmhurst/Corona,Violent Felonies,2008,Rate,4.78362,404
Elmhurst/Corona,Violent Felonies,2007,Rate,4.79377,404
Elmhurst/Corona,Violent Felonies,2006,Rate,5.18064,404
Elmhurst/Corona,Violent Felonies,2005,Rate,5.50846,404
Elmhurst/Corona,Violent Felonies,2004,Rate,5.71646,404
Elmhurst/Corona,Violent Felonies,2003,Rate,5.36511,404
Elmhurst/Corona,Violent Felonies,2002,Rate,5.67049,404
Elmhurst/Corona,Violent Felonies,2001,Rate,6.02377,404
Elmhurst/Corona,Violent Felonies,2000,Rate,6.05371,404
Elmhurst/Corona,Violent Felonies,2014,Rate,3.8839,404
Ridgewood/Glendale,Violent Felonies,2013,Rate,3.13449,405
Ridgewood/Glendale,Violent Felonies,2012,Rate,3.3536,405
Ridgewood/Glendale,Violent Felonies,2011,Rate,3.04574,405
Ridgewood/Glendale,Violent Felonies,2010,Rate,3.03209,405
Ridgewood/Glendale,Violent Felonies,2009,Rate,2.54293,405
Ridgewood/Glendale,Violent Felonies,2008,Rate,2.8123,405
Ridgewood/Glendale,Violent Felonies,2007,Rate,2.52678,405
Ridgewood/Glendale,Violent Felonies,2006,Rate,2.69792,405
Ridgewood/Glendale,Violent Felonies,2005,Rate,2.94579,405
Ridgewood/Glendale,Violent Felonies,2004,Rate,3.37168,405
Ridgewood/Glendale,Violent Felonies,2003,Rate,3.86955,405
Ridgewood/Glendale,Violent Felonies,2002,Rate,3.89365,405
Ridgewood/Glendale,Violent Felonies,2001,Rate,3.84544,405
Ridgewood/Glendale,Violent Felonies,2000,Rate,3.8816,405
Ridgewood/Glendale,Violent Felonies,2015,Rate,2,405
Ridgewood/Glendale,Violent Felonies,2014,Rate,2.4545,405
Rego Park/Forest Hills,Violent Felonies,2013,Rate,1.20715,406
Rego Park/Forest Hills,Violent Felonies,2012,Rate,1.66414,406
Rego Park/Forest Hills,Violent Felonies,2011,Rate,1.60815,406
Rego Park/Forest Hills,Violent Felonies,2010,Rate,1.61579,406
Rego Park/Forest Hills,Violent Felonies,2009,Rate,1.64427,406
Rego Park/Forest Hills,Violent Felonies,2008,Rate,1.85738,406
Rego Park/Forest Hills,Violent Felonies,2007,Rate,1.50088,406
Rego Park/Forest Hills,Violent Felonies,2006,Rate,2.345,406
Rego Park/Forest Hills,Violent Felonies,2005,Rate,2.45515,406
Rego Park/Forest Hills,Violent Felonies,2004,Rate,2.35213,406
Rego Park/Forest Hills,Violent Felonies,2003,Rate,2.04369,406
Rego Park/Forest Hills,Violent Felonies,2002,Rate,2.20753,406
Rego Park/Forest Hills,Violent Felonies,2001,Rate,2.69904,406
Rego Park/Forest Hills,Violent Felonies,2000,Rate,2.94049,406
Rego Park/Forest Hills,Violent Felonies,2015,Rate,0.9,406
Rego Park/Forest Hills,Violent Felonies,2014,Rate,1.1785,406
Flushing,Violent Felonies,2015,Rate,1.8,407
Flushing,Violent Felonies,2013,Rate,2.24279,407
Flushing,Violent Felonies,2012,Rate,2.17483,407
Flushing,Violent Felonies,2011,Rate,2.09618,407
Flushing,Violent Felonies,2010,Rate,1.82734,407
Flushing,Violent Felonies,2009,Rate,1.90108,407
Flushing,Violent Felonies,2008,Rate,2.01908,407
Flushing,Violent Felonies,2007,Rate,2.17167,407
Flushing,Violent Felonies,2006,Rate,2.00777,407
Flushing,Violent Felonies,2005,Rate,2.64107,407
Flushing,Violent Felonies,2004,Rate,2.51295,407
Flushing,Violent Felonies,2003,Rate,2.88123,407
Flushing,Violent Felonies,2002,Rate,3.00059,407
Flushing,Violent Felonies,2001,Rate,2.93474,407
Flushing,Violent Felonies,2000,Rate,3.39162,407
Flushing,Violent Felonies,2014,Rate,1.8228,407
Fresh Meadows/Briarwood,Violent Felonies,2014,Rate,2.1026,408
Fresh Meadows/Briarwood,Violent Felonies,2013,Rate,2.45795,408
Fresh Meadows/Briarwood,Violent Felonies,2012,Rate,2.45162,408
Fresh Meadows/Briarwood,Violent Felonies,2011,Rate,2.60332,408
Fresh Meadows/Briarwood,Violent Felonies,2010,Rate,2.4486,408
Fresh Meadows/Briarwood,Violent Felonies,2009,Rate,2.26642,408
Fresh Meadows/Briarwood,Violent Felonies,2008,Rate,2.84649,408
Fresh Meadows/Briarwood,Violent Felonies,2007,Rate,2.71743,408
Fresh Meadows/Briarwood,Violent Felonies,2006,Rate,3.15524,408
Fresh Meadows/Briarwood,Violent Felonies,2005,Rate,3.90344,408
Fresh Meadows/Briarwood,Violent Felonies,2004,Rate,3.68578,408
Fresh Meadows/Briarwood,Violent Felonies,2003,Rate,3.71093,408
Fresh Meadows/Briarwood,Violent Felonies,2002,Rate,3.77232,408
Fresh Meadows/Briarwood,Violent Felonies,2001,Rate,3.8269,408
Fresh Meadows/Briarwood,Violent Felonies,2000,Rate,4.08612,408
Fresh Meadows/Briarwood,Violent Felonies,2015,Rate,2.1,408
Woodhaven,Violent Felonies,2015,Rate,3.5,409
Woodhaven,Violent Felonies,2013,Rate,4.51487,409
Woodhaven,Violent Felonies,2012,Rate,4.19768,409
Woodhaven,Violent Felonies,2011,Rate,3.5927,409
Woodhaven,Violent Felonies,2010,Rate,3.6981,409
Woodhaven,Violent Felonies,2009,Rate,3.78571,409
Woodhaven,Violent Felonies,2008,Rate,3.75325,409
Woodhaven,Violent Felonies,2007,Rate,3.97635,409
Woodhaven,Violent Felonies,2006,Rate,4.30491,409
Woodhaven,Violent Felonies,2005,Rate,4.40675,409
Woodhaven,Violent Felonies,2004,Rate,4.1431,409
Woodhaven,Violent Felonies,2003,Rate,4.52658,409
Woodhaven,Violent Felonies,2002,Rate,5.45873,409
Woodhaven,Violent Felonies,2001,Rate,5.85419,409
Woodhaven,Violent Felonies,2000,Rate,6.74397,409
Woodhaven,Violent Felonies,2014,Rate,3.2492,409
Howard Beach,Violent Felonies,2014,Rate,3.9903,410
Howard Beach,Violent Felonies,2013,Rate,4.5503,410
Howard Beach,Violent Felonies,2012,Rate,3.91957,410
Howard Beach,Violent Felonies,2011,Rate,3.77861,410
Howard Beach,Violent Felonies,2010,Rate,3.56221,410
Howard Beach,Violent Felonies,2009,Rate,3.39971,410
Howard Beach,Violent Felonies,2008,Rate,3.73244,410
Howard Beach,Violent Felonies,2007,Rate,3.94779,410
Howard Beach,Violent Felonies,2006,Rate,4.81452,410
Howard Beach,Violent Felonies,2005,Rate,4.21482,410
Howard Beach,Violent Felonies,2004,Rate,3.94082,410
Howard Beach,Violent Felonies,2003,Rate,3.22925,410
Howard Beach,Violent Felonies,2002,Rate,3.88925,410
Howard Beach,Violent Felonies,2001,Rate,4.84781,410
Howard Beach,Violent Felonies,2000,Rate,6.26994,410
Howard Beach,Violent Felonies,2015,Rate,3.7,410
Bayside,Violent Felonies,2015,Rate,1,411
Bayside,Violent Felonies,2013,Rate,1.14498,411
Bayside,Violent Felonies,2012,Rate,1.16122,411
Bayside,Violent Felonies,2011,Rate,1.13762,411
Bayside,Violent Felonies,2010,Rate,1.19384,411
Bayside,Violent Felonies,2009,Rate,1.07587,411
Bayside,Violent Felonies,2008,Rate,1.1281,411
Bayside,Violent Felonies,2007,Rate,1.19113,411
Bayside,Violent Felonies,2006,Rate,1.62161,411
Bayside,Violent Felonies,2005,Rate,1.55055,411
Bayside,Violent Felonies,2004,Rate,1.78359,411
Bayside,Violent Felonies,2003,Rate,1.69238,411
Bayside,Violent Felonies,2002,Rate,1.35734,411
Bayside,Violent Felonies,2001,Rate,1.90715,411
Bayside,Violent Felonies,2000,Rate,2.11333,411
Bayside,Violent Felonies,2014,Rate,0.9174,411
Jamaica/St. Albans,Violent Felonies,2014,Rate,6.49,412
Jamaica/St. Albans,Violent Felonies,2015,Rate,6.2,412
Jamaica/St. Albans,Violent Felonies,2013,Rate,7.50456,412
Jamaica/St. Albans,Violent Felonies,2012,Rate,7.65798,412
Jamaica/St. Albans,Violent Felonies,2011,Rate,7.70017,412
Jamaica/St. Albans,Violent Felonies,2010,Rate,7.18399,412
Jamaica/St. Albans,Violent Felonies,2009,Rate,7.04334,412
Jamaica/St. Albans,Violent Felonies,2008,Rate,7.32921,412
Jamaica/St. Albans,Violent Felonies,2007,Rate,7.28498,412
Jamaica/St. Albans,Violent Felonies,2006,Rate,7.19524,412
Jamaica/St. Albans,Violent Felonies,2005,Rate,6.57994,412
Jamaica/St. Albans,Violent Felonies,2004,Rate,6.63778,412
Jamaica/St. Albans,Violent Felonies,2003,Rate,6.67704,412
Jamaica/St. Albans,Violent Felonies,2002,Rate,7.55807,412
Jamaica/St. Albans,Violent Felonies,2001,Rate,8.18866,412
Jamaica/St. Albans,Violent Felonies,2000,Rate,9.29777,412
Queens Village,Violent Felonies,2013,Rate,3.36282,413
Queens Village,Violent Felonies,2012,Rate,3.46395,413
Queens Village,Violent Felonies,2011,Rate,3.2496,413
Queens Village,Violent Felonies,2010,Rate,3.39885,413
Queens Village,Violent Felonies,2009,Rate,3.08621,413
Queens Village,Violent Felonies,2008,Rate,3.43124,413
Queens Village,Violent Felonies,2007,Rate,3.59776,413
Queens Village,Violent Felonies,2006,Rate,3.4019,413
Queens Village,Violent Felonies,2005,Rate,3.51861,413
Queens Village,Violent Felonies,2004,Rate,3.64031,413
Queens Village,Violent Felonies,2003,Rate,3.67325,413
Queens Village,Violent Felonies,2002,Rate,3.86175,413
Queens Village,Violent Felonies,2001,Rate,3.99931,413
Queens Village,Violent Felonies,2000,Rate,3.99931,413
Queens Village,Violent Felonies,2015,Rate,3.3,413
Queens Village,Violent Felonies,2014,Rate,3.0865,413
The Rockaways,Violent Felonies,2014,Rate,5.9753,414
The Rockaways,Violent Felonies,2015,Rate,6,414
The Rockaways,Violent Felonies,2013,Rate,4.64326,414
The Rockaways,Violent Felonies,2012,Rate,4.6978,414
The Rockaways,Violent Felonies,2011,Rate,5.1693,414
The Rockaways,Violent Felonies,2010,Rate,3.8964,414
The Rockaways,Violent Felonies,2009,Rate,4.07573,414
The Rockaways,Violent Felonies,2008,Rate,4.54414,414
The Rockaways,Violent Felonies,2007,Rate,4.49362,414
The Rockaways,Violent Felonies,2006,Rate,4.18233,414
The Rockaways,Violent Felonies,2005,Rate,3.99327,414
The Rockaways,Violent Felonies,2004,Rate,3.88583,414
The Rockaways,Violent Felonies,2003,Rate,5.44589,414
The Rockaways,Violent Felonies,2002,Rate,5.33341,414
The Rockaways,Violent Felonies,2001,Rate,6.98311,414
The Rockaways,Violent Felonies,2000,Rate,8.46409,414
Staten Island,Violent Felonies,2000,Number,1219,36085
Staten Island,Violent Felonies,2001,Number,1066,36085
Staten Island,Violent Felonies,2002,Number,1018,36085
Staten Island,Violent Felonies,2003,Number,878,36085
Staten Island,Violent Felonies,2004,Number,1031,36085
Staten Island,Violent Felonies,2005,Number,1064,36085
Staten Island,Violent Felonies,2006,Number,946,36085
Staten Island,Violent Felonies,2007,Number,978,36085
Staten Island,Violent Felonies,2008,Number,985,36085
Staten Island,Violent Felonies,2009,Number,934,36085
Staten Island,Violent Felonies,2010,Number,984,36085
Staten Island,Violent Felonies,2011,Number,1024,36085
Staten Island,Violent Felonies,2012,Number,1199,36085
Staten Island,Violent Felonies,2013,Number,1247,36085
Staten Island,Violent Felonies,2014,Number,1125,36085
Staten Island,Violent Felonies,2015,Number,1192,36085
Staten Island,Violent Felonies,2016,Number,1147,36085
Staten Island,Violent Felonies,2017,Number,1037,36085
Staten Island,Non-Violent Felonies,2000,Number,7156,36085
Staten Island,Non-Violent Felonies,2001,Number,5748,36085
Staten Island,Non-Violent Felonies,2002,Number,5627,36085
Staten Island,Non-Violent Felonies,2003,Number,4983,36085
Staten Island,Non-Violent Felonies,2004,Number,5230,36085
Staten Island,Non-Violent Felonies,2005,Number,5230,36085
Staten Island,Non-Violent Felonies,2006,Number,5559,36085
Staten Island,Non-Violent Felonies,2007,Number,5378,36085
Staten Island,Non-Violent Felonies,2008,Number,5382,36085
Staten Island,Non-Violent Felonies,2009,Number,4798,36085
Staten Island,Non-Violent Felonies,2010,Number,4480,36085
Staten Island,Non-Violent Felonies,2011,Number,4511,36085
Staten Island,Non-Violent Felonies,2012,Number,4426,36085
Staten Island,Non-Violent Felonies,2013,Number,4557,36085
Staten Island,Non-Violent Felonies,2014,Number,4633,36085
Staten Island,Non-Violent Felonies,2015,Number,4549,36085
Staten Island,Non-Violent Felonies,2016,Number,4611,36085
Staten Island,Non-Violent Felonies,2017,Number,4205,36085
Staten Island,Misdemeanors,2000,Number,17311,36085
Staten Island,Misdemeanors,2001,Number,16485,36085
Staten Island,Misdemeanors,2002,Number,17266,36085
Staten Island,Misdemeanors,2003,Number,15682,36085
Staten Island,Misdemeanors,2004,Number,15980,36085
Staten Island,Misdemeanors,2005,Number,16138,36085
Staten Island,Misdemeanors,2006,Number,17914,36085
Staten Island,Misdemeanors,2007,Number,17018,36085
Staten Island,Misdemeanors,2008,Number,19273,36085
Staten Island,Misdemeanors,2009,Number,16961,36085
Staten Island,Misdemeanors,2010,Number,17008,36085
Staten Island,Misdemeanors,2011,Number,16592,36085
Staten Island,Misdemeanors,2012,Number,16185,36085
Staten Island,Misdemeanors,2013,Number,15156,36085
Staten Island,Misdemeanors,2014,Number,15300,36085
Staten Island,Misdemeanors,2015,Number,13819,36085
Staten Island,Misdemeanors,2016,Number,13777,36085
Staten Island,Misdemeanors,2017,Number,13020,36085
Staten Island,Violent Felonies,2000,Rate,2.74718,36085
Staten Island,Violent Felonies,2001,Rate,2.40237,36085
Staten Island,Violent Felonies,2002,Rate,2.2942,36085
Staten Island,Violent Felonies,2003,Rate,1.97869,36085
Staten Island,Violent Felonies,2004,Rate,2.3235,36085
Staten Island,Violent Felonies,2005,Rate,2.33669,36085
Staten Island,Violent Felonies,2006,Rate,1.98166,36085
Staten Island,Violent Felonies,2007,Rate,2.03068,36085
Staten Island,Violent Felonies,2008,Rate,2.0209,36085
Staten Island,Violent Felonies,2009,Rate,1.89942,36085
Staten Island,Violent Felonies,2010,Rate,2.09646,36085
Staten Island,Violent Felonies,2011,Rate,2.17656,36085
Staten Island,Violent Felonies,2012,Rate,2.54712,36085
Staten Island,Violent Felonies,2013,Rate,2.63848,36085
Staten Island,Violent Felonies,2014,Rate,2.37703,36085
Staten Island,Violent Felonies,2015,Rate,2.51181,36085
Staten Island,Violent Felonies,2016,Rate,2.40959,36085
Staten Island,Violent Felonies,2017,Rate,,36085
Staten Island,Non-Violent Felonies,2000,Rate,16.127,36085
Staten Island,Non-Violent Felonies,2001,Rate,12.95388,36085
Staten Island,Non-Violent Felonies,2002,Rate,12.68119,36085
Staten Island,Non-Violent Felonies,2003,Rate,11.22985,36085
Staten Island,Non-Violent Felonies,2004,Rate,11.7865,36085
Staten Island,Non-Violent Felonies,2005,Rate,11.48582,36085
Staten Island,Non-Violent Felonies,2006,Rate,11.64488,36085
Staten Island,Non-Violent Felonies,2007,Rate,11.16664,36085
Staten Island,Non-Violent Felonies,2008,Rate,11.04211,36085
Staten Island,Non-Violent Felonies,2009,Rate,9.75739,36085
Staten Island,Non-Violent Felonies,2010,Rate,9.54485,36085
Staten Island,Non-Violent Felonies,2011,Rate,9.58835,36085
Staten Island,Non-Violent Felonies,2012,Rate,9.40246,36085
Staten Island,Non-Violent Felonies,2013,Rate,9.64198,36085
Staten Island,Non-Violent Felonies,2014,Rate,9.78915,36085
Staten Island,Non-Violent Felonies,2015,Rate,9.58576,36085
Staten Island,Non-Violent Felonies,2016,Rate,9.68667,36085
Staten Island,Non-Violent Felonies,2017,Rate,,36085
Staten Island,Misdemeanors,2000,Rate,39.01264,36085
Staten Island,Misdemeanors,2001,Rate,37.15114,36085
Staten Island,Misdemeanors,2002,Rate,38.91122,36085
Staten Island,Misdemeanors,2003,Rate,35.34147,36085
Staten Island,Misdemeanors,2004,Rate,36.01305,36085
Staten Island,Misdemeanors,2005,Rate,35.44134,36085
Staten Island,Misdemeanors,2006,Rate,37.5259,36085
Staten Island,Misdemeanors,2007,Rate,35.33542,36085
Staten Island,Misdemeanors,2008,Rate,39.5419,36085
Staten Island,Misdemeanors,2009,Rate,34.49251,36085
Staten Island,Misdemeanors,2010,Rate,36.23635,36085
Staten Island,Misdemeanors,2011,Rate,35.26709,36085
Staten Island,Misdemeanors,2012,Rate,34.38291,36085
Staten Island,Misdemeanors,2013,Rate,32.06798,36085
Staten Island,Misdemeanors,2014,Rate,32.32765,36085
Staten Island,Misdemeanors,2015,Rate,29.11973,36085
Staten Island,Misdemeanors,2016,Rate,28.94237,36085
Staten Island,Misdemeanors,2017,Rate,,36085
St. George,Violent Felonies,2013,Rate,5.04077,501
St. George,Violent Felonies,2012,Rate,4.62154,501
St. George,Violent Felonies,2011,Rate,3.9386,501
St. George,Violent Felonies,2010,Rate,3.60158,501
St. George,Violent Felonies,2009,Rate,3.40058,501
St. George,Violent Felonies,2008,Rate,3.77738,501
St. George,Violent Felonies,2007,Rate,3.60438,501
St. George,Violent Felonies,2006,Rate,4.04406,501
St. George,Violent Felonies,2005,Rate,4.07606,501
St. George,Violent Felonies,2004,Rate,3.95147,501
St. George,Violent Felonies,2003,Rate,3.54224,501
St. George,Violent Felonies,2002,Rate,4.28021,501
St. George,Violent Felonies,2001,Rate,4.60614,501
St. George,Violent Felonies,2000,Rate,4.96283,501
St. George,Violent Felonies,2014,Rate,4.0014,501
St. George,Violent Felonies,2015,Rate,4.3,501
South Beach,Violent Felonies,2015,Rate,2.1,502
South Beach,Violent Felonies,2014,Rate,2.2073,502
South Beach,Violent Felonies,2013,Rate,1.34077,502
South Beach,Violent Felonies,2012,Rate,0.99312,502
South Beach,Violent Felonies,2011,Rate,0.84833,502
South Beach,Violent Felonies,2010,Rate,0.94794,502
South Beach,Violent Felonies,2009,Rate,0.74916,502
South Beach,Violent Felonies,2008,Rate,0.73982,502
South Beach,Violent Felonies,2007,Rate,0.77314,502
South Beach,Violent Felonies,2006,Rate,0.67642,502
South Beach,Violent Felonies,2005,Rate,0.95537,502
South Beach,Violent Felonies,2004,Rate,0.96235,502
South Beach,Violent Felonies,2003,Rate,0.76792,502
South Beach,Violent Felonies,2002,Rate,0.85364,502
South Beach,Violent Felonies,2001,Rate,0.8072,502
South Beach,Violent Felonies,2000,Rate,1.08937,502
Tottenville,Violent Felonies,2013,Rate,1.13094,503
Tottenville,Violent Felonies,2012,Rate,1.56944,503
Tottenville,Violent Felonies,2011,Rate,1.36638,503
Tottenville,Violent Felonies,2010,Rate,1.40984,503
Tottenville,Violent Felonies,2009,Rate,1.30447,503
Tottenville,Violent Felonies,2008,Rate,1.22177,503
Tottenville,Violent Felonies,2007,Rate,1.3078,503
Tottenville,Violent Felonies,2006,Rate,0.99597,503
Tottenville,Violent Felonies,2005,Rate,1.61944,503
Tottenville,Violent Felonies,2004,Rate,1.53616,503
Tottenville,Violent Felonies,2003,Rate,1.33688,503
Tottenville,Violent Felonies,2002,Rate,1.39645,503
Tottenville,Violent Felonies,2001,Rate,1.40233,503
Tottenville,Violent Felonies,2000,Rate,1.78914,503
Tottenville,Violent Felonies,2014,Rate,0.8249,503
Tottenville,Violent Felonies,2015,Rate,1,503